"Date Reported","Region","Borough/Census Area","Community","All Cases"
02/15/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,35
02/15/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,4
02/15/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Other,1
02/15/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Sutton-Alpine,1
02/15/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,2
02/15/2022,Northern,Nome Census Area,Nome,2
02/15/2022,Northern,Nome Census Area,Other,4
02/15/2022,Northern,North Slope Borough,Other,21
02/15/2022,Northern,North Slope Borough,Utqiagvik,13
02/15/2022,Northern,Northwest Arctic Borough,Kotzebue,8
02/15/2022,Northern,Northwest Arctic Borough,Other,9
02/15/2022,Southeast,Haines Borough,Haines,8
02/15/2022,Southeast,Juneau City and Borough,Juneau,8
02/15/2022,Southeast,Ketchikan Gateway Borough,Ketchikan,2
02/15/2022,Southeast,Petersburg Borough,Petersburg,9
02/15/2022,Southeast,Prince of Wales-Hyder Census Area,Craig,1
02/15/2022,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,16
02/15/2022,Southeast,Sitka City and Borough,Sitka,3
02/15/2022,Southeast,Yakutat plus Hoonah-Angoon,Other,1
02/15/2022,Southwest,Aleutians East Borough,Other,3
02/15/2022,Southwest,Bethel Census Area,Bethel,1
02/15/2022,Southwest,Bethel Census Area,Other,13
02/15/2022,Southwest,Bristol Bay plus Lake and Peninsula,Other,4
02/15/2022,Southwest,Kusilvak Census Area,Chevak,4
02/15/2022,Southwest,Kusilvak Census Area,Other,11
02/16/2022,Anchorage,Anchorage Municipality,Anchorage,132
02/16/2022,Anchorage,Anchorage Municipality,Chugiak,3
02/16/2022,Anchorage,Anchorage Municipality,Eagle River,13
02/16/2022,Gulf Coast,Copper River Census Area,Other,3
02/16/2022,Gulf Coast,Kenai Peninsula Borough,Homer,8
02/16/2022,Gulf Coast,Kenai Peninsula Borough,Kenai,14
02/16/2022,Gulf Coast,Kenai Peninsula Borough,Nikiski,1
02/16/2022,Gulf Coast,Kenai Peninsula Borough,Other North,2
02/16/2022,Gulf Coast,Kenai Peninsula Borough,Seward,2
02/16/2022,Gulf Coast,Kenai Peninsula Borough,Soldotna,14
02/16/2022,Gulf Coast,Kenai Peninsula Borough,Sterling,2
02/16/2022,Gulf Coast,Kodiak Island Borough,Kodiak,29
02/16/2022,Gulf Coast,Kodiak Island Borough,Other,2
02/16/2022,Interior,Fairbanks North Star Borough,Fairbanks,34
02/16/2022,Interior,Fairbanks North Star Borough,North Pole,11
02/16/2022,Interior,Fairbanks North Star Borough,Other,1
02/16/2022,Interior,Fairbanks North Star Borough,Salcha,1
02/16/2022,Interior,Southeast Fairbanks Census Area,Delta Junction,1
02/16/2022,Interior,Southeast Fairbanks Census Area,Tok,2
02/16/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,26
02/16/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,49
02/16/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Sutton-Alpine,1
02/16/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,1
02/16/2022,Northern,Nome Census Area,Nome,14
02/16/2022,Northern,Nome Census Area,Other,110
02/16/2022,Northern,Northwest Arctic Borough,Kotzebue,18
02/16/2022,Northern,Northwest Arctic Borough,Other,21
02/16/2022,Southeast,Haines Borough,Haines,8
02/16/2022,Southeast,Juneau City and Borough,Juneau,24
02/16/2022,Southeast,Prince of Wales-Hyder Census Area,Craig,2
02/16/2022,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,14
02/16/2022,Southeast,Prince of Wales-Hyder Census Area,Other,5
02/16/2022,Southeast,Sitka City and Borough,Sitka,1
02/16/2022,Southwest,Bethel Census Area,Bethel,11
02/16/2022,Southwest,Bethel Census Area,Other,7
02/16/2022,Southwest,Dillingham Census Area,Dillingham,2
02/16/2022,Southwest,Kusilvak Census Area,Other,5
02/17/2022,Anchorage,Anchorage Municipality,Anchorage,127
02/17/2022,Anchorage,Anchorage Municipality,Chugiak,3
02/17/2022,Anchorage,Anchorage Municipality,Eagle River,15
02/17/2022,Gulf Coast,Chugach Census Area,Valdez,2
02/17/2022,Gulf Coast,Copper River Census Area,Other,2
02/17/2022,Gulf Coast,Kenai Peninsula Borough,Anchor Point,3
02/17/2022,Gulf Coast,Kenai Peninsula Borough,Homer,6
02/17/2022,Gulf Coast,Kenai Peninsula Borough,Kenai,10
02/17/2022,Gulf Coast,Kenai Peninsula Borough,Nikiski,1
02/17/2022,Gulf Coast,Kenai Peninsula Borough,Other North,1
02/17/2022,Gulf Coast,Kenai Peninsula Borough,Other South,3
02/17/2022,Gulf Coast,Kenai Peninsula Borough,Seward,15
02/17/2022,Gulf Coast,Kenai Peninsula Borough,Soldotna,13
02/17/2022,Gulf Coast,Kenai Peninsula Borough,Sterling,2
02/17/2022,Gulf Coast,Kodiak Island Borough,Kodiak,8
02/17/2022,Interior,Fairbanks North Star Borough,Fairbanks,55
02/17/2022,Interior,Fairbanks North Star Borough,North Pole,9
02/17/2022,Interior,Fairbanks North Star Borough,Other,3
02/17/2022,Interior,Fairbanks North Star Borough,Salcha,1
02/17/2022,Interior,Southeast Fairbanks Census Area,Delta Junction,8
02/17/2022,Interior,Southeast Fairbanks Census Area,Other,3
02/17/2022,Interior,Yukon-Koyukuk Census Area,Other,2
02/17/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,8
02/17/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,39
02/17/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Other,3
02/17/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Sutton-Alpine,1
02/17/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,2
02/17/2022,Northern,Nome Census Area,Nome,5
02/17/2022,Northern,Nome Census Area,Other,10
02/17/2022,Northern,North Slope Borough,Other,5
02/17/2022,Northern,North Slope Borough,Utqiagvik,12
02/17/2022,Northern,Northwest Arctic Borough,Kotzebue,9
02/17/2022,Northern,Northwest Arctic Borough,Other,30
02/17/2022,Southeast,Haines Borough,Haines,17
02/17/2022,Southeast,Juneau City and Borough,Juneau,17
02/17/2022,Southeast,Ketchikan Gateway Borough,Ketchikan,14
02/17/2022,Southeast,Petersburg Borough,Petersburg,5
02/17/2022,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,5
02/17/2022,Southeast,Sitka City and Borough,Sitka,11
02/17/2022,Southeast,Skagway Municipality,Skagway,1
02/17/2022,Southeast,Yakutat plus Hoonah-Angoon,Other,2
02/17/2022,Southwest,Aleutians East Borough,Other,3
02/17/2022,Southwest,Bethel Census Area,Bethel,13
02/17/2022,Southwest,Bethel Census Area,Other,8
02/17/2022,Southwest,Bristol Bay plus Lake and Peninsula,Other,3
02/17/2022,Southwest,Dillingham Census Area,Dillingham,6
02/17/2022,Southwest,Dillingham Census Area,Other,12
02/17/2022,Southwest,Kusilvak Census Area,Chevak,1
02/17/2022,Southwest,Kusilvak Census Area,Hooper Bay,1
02/17/2022,Southwest,Kusilvak Census Area,Other,5
02/18/2022,Anchorage,Anchorage Municipality,Anchorage,203
02/18/2022,Anchorage,Anchorage Municipality,Chugiak,4
02/18/2022,Anchorage,Anchorage Municipality,Eagle River,25
02/18/2022,Anchorage,Anchorage Municipality,Girdwood,1
02/18/2022,Gulf Coast,Chugach Census Area,Cordova,2
02/18/2022,Gulf Coast,Chugach Census Area,Valdez,10
02/18/2022,Gulf Coast,Copper River Census Area,Other,1
02/18/2022,Gulf Coast,Kenai Peninsula Borough,Anchor Point,1
02/18/2022,Gulf Coast,Kenai Peninsula Borough,Fritz Creek,1
02/18/2022,Gulf Coast,Kenai Peninsula Borough,Homer,9
02/18/2022,Gulf Coast,Kenai Peninsula Borough,Kenai,11
02/18/2022,Gulf Coast,Kenai Peninsula Borough,Nikiski,3
02/18/2022,Gulf Coast,Kenai Peninsula Borough,Other North,4
02/18/2022,Gulf Coast,Kenai Peninsula Borough,Other South,1
02/18/2022,Gulf Coast,Kenai Peninsula Borough,Seward,8
02/18/2022,Gulf Coast,Kenai Peninsula Borough,Soldotna,14
02/18/2022,Gulf Coast,Kenai Peninsula Borough,Sterling,1
02/18/2022,Gulf Coast,Kodiak Island Borough,Kodiak,4
02/18/2022,Interior,Fairbanks North Star Borough,Fairbanks,31
02/18/2022,Interior,Fairbanks North Star Borough,North Pole,11
02/18/2022,Interior,Fairbanks North Star Borough,Other,1
02/18/2022,Interior,Southeast Fairbanks Census Area,Delta Junction,5
02/18/2022,Interior,Southeast Fairbanks Census Area,Other,2
02/18/2022,Interior,Southeast Fairbanks Census Area,Tok,1
02/18/2022,Interior,Yukon-Koyukuk Census Area,Other,8
02/18/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,25
02/18/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,24
02/18/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
02/18/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Other,1
02/18/2022,Northern,Nome Census Area,Nome,7
02/18/2022,Northern,Nome Census Area,Other,52
02/18/2022,Northern,North Slope Borough,Other,8
02/18/2022,Northern,North Slope Borough,Utqiagvik,5
02/18/2022,Northern,Northwest Arctic Borough,Kotzebue,8
02/18/2022,Northern,Northwest Arctic Borough,Other,13
02/18/2022,Southeast,Haines Borough,Haines,5
02/18/2022,Southeast,Juneau City and Borough,Juneau,17
02/18/2022,Southeast,Ketchikan Gateway Borough,Ketchikan,9
02/18/2022,Southeast,Petersburg Borough,Petersburg,2
02/18/2022,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,1
02/18/2022,Southeast,Sitka City and Borough,Sitka,4
02/18/2022,Southwest,Aleutians East Borough,Other,1
02/18/2022,Southwest,Bethel Census Area,Bethel,10
02/18/2022,Southwest,Bethel Census Area,Other,8
02/18/2022,Southwest,Dillingham Census Area,Dillingham,2
02/18/2022,Southwest,Kusilvak Census Area,Chevak,6
02/18/2022,Southwest,Kusilvak Census Area,Hooper Bay,5
02/18/2022,Southwest,Kusilvak Census Area,Other,5
02/19/2022,Anchorage,Anchorage Municipality,Anchorage,93
02/19/2022,Anchorage,Anchorage Municipality,Eagle River,9
02/19/2022,Gulf Coast,Chugach Census Area,Other,1
02/19/2022,Gulf Coast,Copper River Census Area,Other,12
02/19/2022,Gulf Coast,Kenai Peninsula Borough,Homer,9
02/19/2022,Gulf Coast,Kenai Peninsula Borough,Kenai,6
02/19/2022,Gulf Coast,Kenai Peninsula Borough,Seward,2
02/19/2022,Gulf Coast,Kenai Peninsula Borough,Soldotna,3
02/19/2022,Gulf Coast,Kenai Peninsula Borough,Sterling,2
02/19/2022,Gulf Coast,Kodiak Island Borough,Kodiak,14
02/19/2022,Interior,Fairbanks North Star Borough,Fairbanks,6
02/19/2022,Interior,Southeast Fairbanks Census Area,Delta Junction,1
02/19/2022,Interior,Yukon-Koyukuk Census Area,Other,20
02/19/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,5
02/19/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,20
02/19/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,3
02/19/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Other,1
02/19/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,1
02/19/2022,Northern,Nome Census Area,Nome,6
02/19/2022,Northern,Nome Census Area,Other,21
02/19/2022,Northern,North Slope Borough,Other,10
02/19/2022,Northern,North Slope Borough,Utqiagvik,12
02/19/2022,Northern,Northwest Arctic Borough,Kotzebue,12
02/19/2022,Northern,Northwest Arctic Borough,Other,3
02/19/2022,Southeast,Haines Borough,Haines,7
02/19/2022,Southeast,Juneau City and Borough,Juneau,16
02/19/2022,Southeast,Ketchikan Gateway Borough,Ketchikan,4
02/19/2022,Southeast,Petersburg Borough,Petersburg,1
02/19/2022,Southeast,Prince of Wales-Hyder Census Area,Craig,1
02/19/2022,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,13
02/19/2022,Southeast,Prince of Wales-Hyder Census Area,Other,1
02/19/2022,Southeast,Sitka City and Borough,Sitka,4
02/19/2022,Southeast,Skagway Municipality,Skagway,2
02/19/2022,Southwest,Aleutians East Borough,Other,1
02/19/2022,Southwest,Aleutians West Census Area,Unalaska,1
02/19/2022,Southwest,Bethel Census Area,Bethel,3
02/19/2022,Southwest,Bethel Census Area,Other,7
02/19/2022,Southwest,Bristol Bay plus Lake and Peninsula,Other,1
02/19/2022,Southwest,Dillingham Census Area,Other,7
02/19/2022,Southwest,Kusilvak Census Area,Chevak,4
02/19/2022,Southwest,Kusilvak Census Area,Other,7
02/20/2022,Anchorage,Anchorage Municipality,Anchorage,45
02/20/2022,Anchorage,Anchorage Municipality,Girdwood,1
02/20/2022,Gulf Coast,Chugach Census Area,Cordova,3
02/20/2022,Gulf Coast,Kenai Peninsula Borough,Fritz Creek,1
02/20/2022,Gulf Coast,Kenai Peninsula Borough,Homer,4
02/20/2022,Gulf Coast,Kenai Peninsula Borough,Kenai,3
02/20/2022,Gulf Coast,Kenai Peninsula Borough,Nikiski,2
02/20/2022,Gulf Coast,Kenai Peninsula Borough,Other North,3
02/20/2022,Gulf Coast,Kenai Peninsula Borough,Soldotna,3
02/20/2022,Gulf Coast,Kodiak Island Borough,Kodiak,10
02/20/2022,Gulf Coast,Kodiak Island Borough,Other,1
02/20/2022,Interior,Fairbanks North Star Borough,Fairbanks,5
02/20/2022,Interior,Fairbanks North Star Borough,North Pole,5
02/20/2022,Interior,Fairbanks North Star Borough,Salcha,1
02/20/2022,Interior,Yukon-Koyukuk Census Area,Other,3
02/20/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,6
02/20/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,6
02/20/2022,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,2
02/20/2022,Northern,Nome Census Area,Nome,2
02/20/2022,Northern,Nome Census Area,Other,34
02/20/2022,Northern,North Slope Borough,Other,1
02/20/2022,Northern,North Slope Borough,Utqiagvik,1
02/20/2022,Northern,Northwest Arctic Borough,Kotzebue,5
02/20/2022,Northern,Northwest Arctic Borough,Other,23
02/20/2022,Southeast,Haines Borough,Haines,9
02/20/2022,Southeast,Juneau City and Borough,Juneau,9
02/20/2022,Southeast,Petersburg Borough,Petersburg,1
02/20/2022,Southwest,Aleutians East Borough,Other,1
02/20/2022,Southwest,Bethel Census Area,Bethel,6
02/20/2022,Southwest,Bethel Census Area,Other,5
02/20/2022,Southwest,Dillingham Census Area,Other,2
02/20/2022,Southwest,Kusilvak Census Area,Chevak,1
02/20/2022,Southwest,Kusilvak Census Area,Other,2
02/21/2022,Anchorage,Anchorage Municipality,Anchorage,120
02/21/2022,Anchorage,Anchorage Municipality,Chugiak,7
